difficulty,proficiency_group,submission_rank,delta_seconds,next_status
D,G6,3,47,AC
B,G6,1,284,AC
E,G6,1,138599,AC
D,G6,13,133,WA
D,G6,9,98,AC
E,G6,12,42,AC
C,G6,1,205,AC
D,G6,11,46,AC
C,G6,6,90,TLE
C,G6,7,,Abandon
E,G6,3,56,TLE
E,G6,4,2336,AC
D,G6,1,1744,AC
C,G6,1,76,AC
D,G6,2,1347,RE
D,G6,8,65,AC
D,G6,1,817,AC
D,G6,4,,Abandon
E,G6,1,611,TLE
E,G6,2,588,TLE
E,G6,3,331,RE
C,G6,4,128,AC
D,G6,6,2155,RE
D,G6,1,106,TLE
D,G6,2,32,AC
C,G6,5,689,WA
C,G6,7,1875,TLE
C,G6,8,,Abandon
D,G6,1,226,TLE
D,G6,2,406,WA
C,G6,3,1032,AC
D,G6,5,651,WA
D,G6,1,766,WA
C,G6,1,171,AC
D,G6,1,3391,TLE
D,G6,2,528,TLE
D,G6,3,296,TLE
D,G6,4,481,TLE
D,G6,5,120,RE
D,G6,7,104,AC
D,G6,9,121,AC
D,G6,1,505,AC
C,G6,1,126,AC
C,G6,1,1789,RE
D,G6,1,2837,AC
A,G6,2,3068357,AC
D,G6,11,1377,TLE
D,G6,12,191,TLE
D,G6,13,112,TLE
D,G6,14,1196,AC
B,G6,1,53,AC
D,G6,7,168,WA
D,G6,8,365889,AC
D,G6,1,764,WA
D,G6,1,457,RE
D,G6,3,977,TLE
D,G6,4,90346141,AC
C,G6,1,433,WA
D,G5,2,393,TLE
D,G5,3,532,TLE
D,G5,4,177,TLE
D,G5,5,158,WA
D,G5,8,2584,TLE
D,G5,9,53,TLE
D,G5,10,366,AC
E,G5,2,26,AC
E,G5,1,16328,WA
E,G5,2,24844,AC
C,G5,1,484,RE
C,G5,3,45,TLE
C,G5,4,172,TLE
C,G5,5,33,TLE
C,G5,6,230,TLE
C,G5,7,69,TLE
C,G5,8,38,TLE
C,G5,9,24,TLE
C,G5,10,354,AC
D,G5,2,15,AC
D,G5,1,428,WA
D,G5,1,48,TLE
D,G5,2,124,TLE
D,G5,3,44,TLE
D,G5,4,66,TLE
D,G5,5,251,RE
D,G5,1,135,TLE
D,G5,2,139,TLE
D,G5,3,95,TLE
D,G5,4,126,RE
D,G5,6,441,TLE
D,G5,7,485,AC
E,G5,3,226,AC
D,G5,1,80,TLE
D,G5,2,621,TLE
D,G5,3,1948,AC
D,G5,1,1920,RE
D,G5,4,39,TLE
D,G5,5,29,TLE
D,G5,6,251,TLE
D,G5,7,25,RE
C,G5,2,327878,TLE
C,G5,3,5347084,AC
C,G5,1,698,WA
C,G5,1,475,AC
D,G5,2,13371645,CE
C,G5,1,6115678,TLE
C,G5,2,1546,RE
D,G5,6,173,WA
D,G5,8,1874,AC
C,G5,1,3946,WA
C,G5,1,830,TLE
C,G5,2,41331891,AC
C,G5,4,,Abandon
D,G5,1,102,TLE
D,G5,2,1130,AC
B,G5,2,102,WA
D,G6,1,889,RE
D,G6,3,324,AC
D,G6,6,59,WA
D,G6,8,83,AC
D,G3,2,1240,WA
B,G3,1,486,TLE
B,G3,2,947,WA
D,G3,1,,Abandon
C,G4,2,1048,WA
E,G4,1,707,WA
E,G4,3,,Abandon
F,G4,1,250,TLE
F,G4,2,,Abandon
C,G4,1,609,TLE
C,G4,2,,Abandon
D,G4,2,628,TLE
D,G4,3,,Abandon
D,G4,1,804,TLE
D,G4,2,128,WA
B,G4,1,540,WA
B,G4,3,1304,WA
B,G4,1,308,AC
D,G4,1,2188,RE
D,G4,1,245,WA
D,G4,1,,Abandon
C,G4,1,220,TLE
C,G4,2,440,RE
C,G4,1,4046,AC
D,G4,2,1054,RE
D,G4,4,274,WA
D,G4,1,,Abandon
C,G3,5,705,Other
C,G2,1,562,TLE
C,G2,2,,Abandon
F,G6,1,2037,WA
D,G6,1,355,AC
F,G6,1,727,TLE
F,G6,2,1757,AC
D,G6,1,318,Other
E,G6,1,2199,WA
F,G6,1,293,AC
C,G6,4,957,AC
D,G6,2,8452012,TLE
D,G6,3,26,TLE
D,G6,4,4551,WA
E,G6,3,147,TLE
E,G6,4,383,AC
E,G6,8,36,TLE
E,G6,9,7825375,RE
E,G6,12,136,AC
E,G6,2,67,WA
E,G6,1,1441,WA
E,G6,4,2804,TLE
E,G6,5,651,WA
E,G6,7,602401,TLE
E,G6,8,390,WA
E,G6,10,211,TLE
E,G6,11,780,WA
A,G6,3,93,TLE
A,G6,4,52,AC
E,G6,1,229,AC
E,G6,1,660,TLE
E,G6,2,637,AC
D,G6,7,354,WA
C,G6,2,414,TLE
C,G6,3,1285,AC
C,G6,1,3858906,CE
D,G6,1,161,AC
D,G6,1,26161081,WA
B,G6,1,113,AC
F,G6,1,5942,AC
E,G6,1,827,AC
E,G6,1,567,WA
E,G6,3,646,AC
C,G6,1,546,AC
D,G5,2,,Abandon
C,G2,1,84,TLE
C,G2,2,169,TLE
C,G2,3,475,WA
D,G3,2,,Abandon
D,G3,1,,Abandon
C,G4,2,1152,TLE
C,G4,3,574,WA
D,G4,1,449,TLE
D,G4,2,493,TLE
D,G4,3,,Abandon
C,G4,3,361,WA
C,G4,1,,Abandon
B,G4,1,199,WA
B,G4,1,310,AC
D,G4,1,,Abandon
C,G4,1,,Abandon
C,G4,1,,Abandon
C,G4,1,,Abandon
C,G4,1,,Abandon
C,G4,1,279,TLE
C,G4,2,17961,WA
C,G4,1,1126,TLE
C,G4,2,7388,TLE
C,G4,3,,Abandon
C,G4,1,1592,WA
C,G4,3,1399,TLE
C,G4,4,181809,AC
C,G4,1,,Abandon
E,G2,1,2593,RE
C,G4,2,,Abandon
D,G4,1,,Abandon
C,G4,1,133,AC
D,G4,1,,Abandon
C,G5,2,63,TLE
C,G5,3,768,TLE
C,G5,4,3361,TLE
C,G5,5,87,TLE
C,G5,6,2123,AC
B,G3,2,98,AC
D,G5,1,545,WA
B,G5,1,378,TLE
B,G5,2,688,WA
B,G5,7,647,AC
D,G5,2,956,WA
E,G5,1,1182,AC
D,G5,1,314,TLE
D,G5,2,3303,CE
D,G5,5,,Abandon
C,G5,1,1113,TLE
C,G5,2,40220,AC
D,G5,1,42083,AC
D,G5,5,,Abandon
D,G5,1,8661678,AC
E,G5,1,,Abandon
E,G5,1,90291,TLE
E,G5,2,3932,TLE
E,G5,3,,Abandon
D,G5,1,836,AC
E,G5,1,,Abandon
E,G5,1,687,AC
D,G5,1,72882,TLE
D,G5,2,939,AC
D,G5,1,718,AC
E,G5,1,,Abandon
D,G5,1,1219,AC
E,G5,1,,Abandon
E,G5,1,399,TLE
E,G5,2,,Abandon
D,G5,1,6180,TLE
D,G5,2,,Abandon
E,G5,1,3716,TLE
E,G5,2,3563,TLE
E,G5,3,,Abandon
C,G5,1,68,TLE
C,G5,2,2284,WA
C,G5,1,1741,AC
C,G5,1,457,AC
D,G5,1,9368,AC
D,G5,1,1505,WA
D,G5,3,370,TLE
D,G5,4,916,AC
D,G5,1,,Abandon
D,G5,1,3832,AC
C,G5,1,295,AC
C,G5,2,651,TLE
C,G5,3,273,TLE
C,G5,4,714,AC
C,G5,3,102,TLE
C,G5,4,,Abandon
C,G5,1,533,AC
D,G5,1,72354,TLE
D,G5,2,289,TLE
D,G5,3,,Abandon
D,G5,1,439,WA
E,G5,1,1888,AC
D,G5,1,89,TLE
D,G5,2,1853,TLE
D,G5,3,1165,WA
D,G5,3,112,AC
D,G5,1,231,TLE
D,G5,2,,Abandon
E,G5,2,820,WA
E,G5,5,212,TLE
E,G5,6,,Abandon
C,G5,1,446,AC
C,G5,1,334,AC
D,G5,1,1207,TLE
D,G5,2,286,TLE
D,G5,3,768,TLE
D,G5,4,,Abandon
C,G5,1,1005,TLE
C,G5,2,252,TLE
C,G5,3,703,RE
D,G5,1,801,RE
D,G5,3,,Abandon
D,G5,1,,Abandon
C,G5,1,434,RE
C,G5,3,482,AC
E,G4,1,640,TLE
E,G4,2,,Abandon
D,G4,1,159,WA
C,G4,1,508,AC
C,G4,1,200,WA
D,G4,1,1420,TLE
D,G4,2,553,TLE
D,G4,3,,Abandon
B,G4,3,328,AC
D,G4,1,3603,AC
D,G4,1,668,WA
B,G4,1,245,TLE
B,G4,2,275,TLE
B,G4,3,291,AC
C,G4,1,1324121,AC
C,G4,1,1455,AC
C,G4,2,843,AC
C,G4,2,82,WA
C,G4,5,625,AC
C,G4,16,532,WA
C,G4,3,7989484,RE
C,G4,1,464,WA
B,G4,1,131,TLE
B,G4,2,562,TLE
B,G4,3,294,AC
C,G4,1,582,AC
C,G4,1,341,AC
C,G4,3,273,WA
C,G4,1,247,RE
B,G4,1,346,AC
C,G4,3,13956920,AC
B,G4,1,49878,AC
B,G3,1,125,WA
C,G3,3,494,AC
B,G4,1,150,AC
C,G4,2,1475,AC
E,G6,3,418,WA
E,G6,5,686,TLE
E,G6,6,902,AC
D,G6,1,1472,TLE
D,G6,2,15304,AC
F,G6,1,13879,WA
F,G6,4,325,TLE
F,G6,5,2207,WA
F,G6,10,,Abandon
C,G6,1,296,WA
D,G6,1,5678,WA
D,G6,1,1948,TLE
D,G6,2,248,TLE
D,G6,3,815,RE
D,G6,1,2499,AC
C,G6,2,521,TLE
C,G6,3,298,TLE
C,G6,4,442726,WA
D,G6,1,753,AC
C,G6,3,213,AC
C,G6,2,783,WA
C,G6,1,410,AC
C,G6,1,105,TLE
C,G6,2,212,AC
D,G6,1,694,AC
D,G6,3,1268,AC
B,G6,1,778480,AC
C,G6,1,2467,WA
C,G6,5,79,WA
B,G6,1,11599,AC
D,G5,1,492,TLE
D,G5,2,2803,TLE
D,G5,3,,Abandon
D,G5,2,,Abandon
D,G5,1,1136,RE
E,G5,3,870,TLE
E,G5,4,514877,TLE
E,G5,5,,Abandon
D,G5,5,79,TLE
D,G5,6,,Abandon
D,G5,1,,Abandon
D,G5,2,,Abandon
D,G5,1,1412,TLE
D,G5,2,657,AC
C,G5,1,302,TLE
C,G5,2,156,TLE
C,G5,3,570,TLE
C,G5,4,228,TLE
C,G5,5,626,TLE
C,G5,6,380,WA
E,G5,4,563,RE
C,G5,2,160,TLE
C,G5,3,1464,WA
E,G5,1,8174,TLE
E,G5,2,1657,TLE
E,G5,3,35023,TLE
E,G5,4,188,AC
D,G5,1,335,TLE
D,G5,2,258574,WA
E,G5,1,,Abandon
C,G5,1,82426,AC
C,G5,1,1335,AC
C,G3,1,106,TLE
C,G3,2,,Abandon
C,G3,1,213,AC
D,G3,1,143,WA
D,G3,3,659,TLE
D,G3,4,,Abandon
D,G3,1,75,TLE
D,G3,2,,Abandon
B,G3,1,856,TLE
B,G3,2,,Abandon
C,G4,1,190,TLE
C,G4,2,104,TLE
C,G4,3,,Abandon
D,G4,1,2456,TLE
D,G4,2,16,AC
B,G3,1,446,WA
C,G5,1,267,WA
D,G5,1,,Abandon
B,G3,2,468,WA
B,G3,1,388,WA
E,G6,1,346,RE
E,G6,3,1955,TLE
E,G6,4,104,WA
E,G6,8,714,TLE
E,G6,9,624,TLE
E,G6,10,169,AC
B,G3,1,618,AC
C,G4,1,4797,TLE
C,G4,2,1993,TLE
C,G4,3,1126,TLE
C,G4,4,4390,AC
B,G4,1,1245,WA
E,G6,3,118,WA
D,G6,1,533,AC
D,G6,1,1584,RE
D,G6,1,624,TLE
D,G6,2,543,AC
F,G6,2,5503,WA
D,G6,1,4623,TLE
D,G6,2,758,TLE
D,G6,3,119,AC
C,G6,2,354,AC
C,G4,1,825,TLE
C,G4,2,353,TLE
C,G4,3,584,TLE
C,G4,4,,Abandon
C,G4,2,,Abandon
C,G4,1,540,WA
C,G4,4,466,AC
D,G5,2,500,TLE
D,G5,3,435,TLE
D,G5,4,2534,CE
D,G5,12,409,TLE
D,G5,13,,Abandon
D,G5,1,256,TLE
D,G5,2,76,TLE
D,G5,3,567,RE
D,G5,5,,Abandon
B,G5,1,155,TLE
B,G5,2,595,WA
B,G5,5,126,AC
C,G5,1,159,AC
C,G5,1,369,AC
D,G5,1,157,WA
D,G5,1,,Abandon
E,G5,1,,Abandon
D,G5,1,276,RE
C,G5,1,2494,TLE
C,G5,2,511,TLE
C,G5,3,269,TLE
C,G5,4,260,TLE
C,G5,5,,Abandon
C,G5,1,3917,WA
D,G3,1,,Abandon
C,G4,1,219,RE
C,G4,1,1869,RE
D,G4,1,971,WA
D,G4,4,,Abandon
D,G4,1,947,WA
D,G4,4,2307,WA
D,G4,6,947,AC
D,G4,1,1636,TLE
D,G4,2,751,RE
D,G4,4,,Abandon
C,G4,2,387,AC
D,G4,3,,Abandon
F,G6,3,1894,TLE
F,G6,4,992,AC
F,G6,1,327,WA
F,G6,3,492,AC
E,G6,1,399,TLE
E,G6,2,638,TLE
E,G6,3,239,TLE
E,G6,4,401,WA
E,G6,7,368,TLE
E,G6,8,1222,TLE
E,G6,9,41,CE
E,G6,12,1409,CE
E,G6,14,8455735,AC
F,G6,3,125,TLE
F,G6,4,138,TLE
F,G6,5,150,TLE
F,G6,6,85,AC
F,G6,2,308,TLE
F,G6,3,388,TLE
F,G6,4,1089,AC
F,G6,6,598,WA
F,G6,5,105,TLE
F,G6,6,43,TLE
F,G6,7,274,WA
F,G6,11,19,WA
F,G6,13,181,TLE
F,G6,14,22358600,AC
C,G6,1,144,AC
C,G6,3,84,AC
D,G6,1,94,AC
D,G4,6,112,TLE
D,G4,7,462,WA
F,G5,1,404,TLE
F,G5,2,,Abandon
B,G5,1,143,AC
C,G5,1,169,TLE
C,G5,2,709,RE
C,G5,4,1494,WA
D,G5,4,5118,WA
C,G6,1,948,AC
E,G6,2,157,AC
D,G5,1,115,TLE
D,G5,2,391,WA
E,G5,2,207,TLE
E,G5,3,262,WA
E,G5,2,159,TLE
E,G5,3,278,TLE
E,G5,4,199,WA
D,G5,1,1183,TLE
D,G5,2,1279,WA
C,G5,1,174,TLE
C,G5,2,149,AC
D,G5,2,563968,AC
E,G5,2,184,TLE
E,G5,3,483,AC
C,G3,1,51,TLE
C,G3,2,896,TLE
C,G3,3,216,TLE
C,G3,4,492,RE
C,G3,7,771,WA
C,G3,1,118,TLE
C,G3,2,163,TLE
C,G3,3,275,TLE
C,G3,4,318,TLE
C,G3,5,350,TLE
C,G3,6,2485,AC
D,G4,1,,Abandon
C,G4,1,728,WA
D,G4,1,547,RE
D,G4,5,549,RE
D,G4,7,11037,AC
D,G4,1,144,WA
D,G4,1,,Abandon
D,G4,1,1875,AC
D,G4,1,1277,AC
C,G4,1,483,AC
D,G4,2,517,AC
D,G4,2,1291,AC
D,G4,1,,Abandon
D,G4,2,2762,TLE
D,G4,3,400,WA
D,G4,2,,Abandon
C,G4,1,,Abandon
C,G4,1,684,AC
D,G4,1,,Abandon
B,G4,1,410,TLE
B,G4,2,,Abandon
C,G4,1,,Abandon
C,G4,1,653,WA
D,G4,1,2838,TLE
D,G4,2,36890,TLE
D,G4,3,140,WA
D,G4,5,450,TLE
D,G4,6,1044,AC
D,G5,6,1009,TLE
D,G5,7,701,TLE
D,G5,8,2126,AC
E,G5,1,145,CE
D,G5,2,5564,WA
E,G5,1,,Abandon
F,G5,1,627,TLE
F,G5,2,,Abandon
B,G3,1,47,WA
C,G5,1,251,TLE
C,G5,2,,Abandon
D,G4,1,,Abandon
C,G4,1,386,AC
D,G4,1,494,TLE
D,G4,2,259,TLE
D,G4,3,971,TLE
D,G4,4,1931,AC
C,G4,1,821,WA
C,G4,1,661,TLE
C,G4,2,325,TLE
C,G4,3,201,WA
C,G4,1,,Abandon
C,G4,1,166,TLE
C,G4,2,735,AC
B,G4,1,12,TLE
B,G4,2,218,AC
B,G3,1,2368,WA
D,G5,2,29,AC
D,G5,1,861,TLE
D,G5,2,585,TLE
D,G5,3,67,TLE
D,G5,4,137,TLE
D,G5,5,649,AC
D,G5,2,1433030,AC
B,G5,2,200,AC
C,G5,1,659,AC
D,G5,1,613,RE
D,G5,1,818,WA
D,G5,5,316,TLE
D,G5,6,406,WA
D,G5,8,,Abandon
D,G5,1,423,TLE
D,G5,2,510,RE
C,G5,1,865,TLE
C,G5,2,453,AC
D,G5,1,82,AC
D,G5,1,25,AC
D,G5,1,22,AC
C,G5,1,794,AC
C,G5,1,1379,RE
C,G5,1,915,AC
C,G5,1,648,AC
C,G4,2,238,WA
D,G4,3,1330,AC
C,G4,1,453,TLE
C,G4,2,1120,AC
D,G4,1,966,WA
C,G4,1,706,AC
D,G4,1,517,TLE
D,G4,2,,Abandon
C,G4,1,735,WA
C,G4,4,227,TLE
C,G4,5,,Abandon
E,G4,4,161,CE
E,G4,6,,Abandon
E,G4,1,522,TLE
E,G4,2,1143,CE
C,G3,1,220,WA
B,G3,1,249,TLE
B,G3,2,330,WA
B,G3,1,,Abandon
D,G4,1,,Abandon
C,G4,14,338,TLE
C,G4,15,622,AC
C,G4,1,1094,TLE
C,G4,2,572,TLE
C,G4,3,6228,WA
C,G4,2,815,AC
C,G4,1,1317,TLE
C,G4,2,100256,WA
D,G4,1,438,AC
C,G5,1,1011,WA
D,G5,1,489,TLE
D,G5,2,631,WA
D,G5,4,105868,WA
D,G5,6,593,AC
D,G5,1,5803,AC
D,G5,1,,Abandon
D,G5,5,,Abandon
E,G5,1,,Abandon
D,G5,5,570,TLE
D,G5,6,2704,AC
C,G5,1,397813,AC
D,G5,1,1426,TLE
D,G5,2,60425,TLE
D,G5,3,59645,TLE
D,G5,4,487,TLE
D,G5,5,354,WA
D,G5,7,270,AC
D,G5,9,423,WA
D,G5,11,1304,TLE
D,G5,12,5108,AC
D,G5,3,149,TLE
D,G5,4,451,TLE
D,G5,5,4445,WA
D,G5,8,672,RE
D,G5,10,115,AC
D,G5,1,531,WA
C,G5,1,759,TLE
C,G5,2,,Abandon
C,G5,1,421,WA
C,G5,1,460,TLE
C,G5,2,200,AC
D,G5,1,261,WA
F,G6,4,1015,WA
E,G6,1,1065,AC
F,G6,1,80758,AC
D,G6,2,464,AC
F,G6,1,140,TLE
F,G6,2,125,TLE
F,G6,3,333,AC
B,G6,1,120,AC
E,G6,1,500,WA
D,G6,1,515,AC
E,G6,1,646,AC
D,G6,1,773,TLE
D,G6,2,974,AC
D,G6,1,579,RE
F,G6,1,129,TLE
F,G6,2,483,TLE
F,G6,3,279,TLE
F,G6,4,1460,WA
F,G6,7,2808,AC
C,G6,2,730,AC
D,G6,6,805,AC
D,G6,1,763,WA
D,G6,5,971,TLE
D,G6,6,245,AC
E,G6,2,2390,AC
D,G6,1,1755,RE
D,G6,1,979,WA
D,G6,3,277,AC
D,G6,4,2257,AC
D,G6,1,139,TLE
D,G6,2,504,AC
D,G6,1,2999,TLE
D,G6,2,1086,AC
C,G6,1,448,AC
D,G6,3,385,TLE
D,G6,4,53,WA
D,G6,11,1625,CE
D,G6,1,728,WA
D,G6,3,580,WA
C,G6,1,2331,AC
D,G4,2,,Abandon
C,G4,1,845,AC
D,G4,1,1959,RE
B,G4,3,45,WA
D,G4,1,299,RE
C,G4,1,494,TLE
C,G4,2,562,TLE
C,G4,3,571,AC
C,G4,1,,Abandon
C,G4,1,1693,WA
C,G4,2,214,TLE
C,G4,3,876,AC
C,G4,1,1513,WA
C,G4,2,1269,WA
C,G4,1,,Abandon
C,G2,1,,Abandon
C,G4,1,,Abandon
D,G4,1,338,TLE
D,G4,2,312,TLE
D,G4,3,300,AC
E,G4,1,555,TLE
E,G4,2,,Abandon
D,G5,1,383,TLE
D,G5,2,1623,WA
D,G5,1,68,TLE
D,G5,2,526,TLE
D,G5,3,,Abandon
D,G5,1,,Abandon
D,G5,1,405,AC
F,G5,1,978,TLE
F,G5,2,133,TLE
F,G5,3,,Abandon
C,G5,1,39780,TLE
C,G5,2,6246,RE
C,G5,1,1688,TLE
C,G5,2,2902,TLE
C,G5,3,3845848,TLE
C,G5,4,6235,AC
C,G5,2,1279,AC
D,G5,1,316,TLE
D,G5,2,3364,TLE
D,G5,3,,Abandon
D,G5,2,,Abandon
C,G5,2,4503,AC
C,G2,2,71,TLE
C,G2,3,,Abandon
C,G5,1,539,TLE
C,G5,2,117,AC
D,G5,1,1532,TLE
D,G5,2,,Abandon
E,G6,1,2115,WA
E,G6,1,231,AC
B,G6,2,317,WA
D,G6,1,364,TLE
D,G6,2,177,WA
F,G6,1,230,WA
D,G6,1,4573,TLE
D,G6,2,52157,AC
D,G6,2,77641,WA
D,G6,1,2129,AC
D,G6,1,147,TLE
D,G6,2,820,WA
E,G6,2,80,AC
C,G6,1,186,WA
D,G6,6,394,AC
C,G6,1,864,AC
D,G6,4,27086,AC
C,G6,2,632,AC
D,G6,1,11691,TLE
D,G6,2,325,TLE
D,G6,3,11247,AC
C,G6,3,222,TLE
C,G6,4,314,AC
E,G2,1,,Abandon
C,G6,1,122,TLE
C,G6,2,115,TLE
C,G6,3,43,AC
F,G6,1,119,TLE
F,G6,2,370,TLE
F,G6,3,810,TLE
F,G6,4,144,TLE
F,G6,5,816,TLE
F,G6,6,88,AC
D,G6,1,62,TLE
D,G6,2,303,TLE
D,G6,3,,Abandon
B,G3,1,493,RE
C,G3,1,153,WA
B,G4,1,242,AC
B,G4,2,165,TLE
B,G4,3,227,CE
B,G4,5,497,RE
D,G4,2,,Abandon
D,G4,2,,Abandon
C,G4,1,244,AC
B,G4,1,71,AC
C,G4,2,146,AC
D,G4,3,369,TLE
D,G4,4,186,TLE
D,G4,5,,Abandon
B,G4,12,833,CE
C,G6,1,36,AC
D,G6,1,2211,AC
D,G6,1,626,TLE
D,G6,2,595,TLE
D,G6,3,4228,TLE
D,G6,4,143,TLE
D,G6,5,620,TLE
D,G6,6,159,TLE
D,G6,7,246,AC
E,G6,1,208,TLE
E,G6,2,941,TLE
E,G6,3,35913,AC
E,G6,5,549,TLE
E,G6,6,426,TLE
E,G6,7,2049,TLE
E,G6,8,435,RE
E,G6,1,53,AC
F,G6,1,482,TLE
F,G6,2,1944,WA
D,G6,3,73,AC
C,G6,5,745,AC
D,G6,2,44,AC
E,G6,2,192,TLE
E,G6,3,2140,WA
F,G6,5,4980,RE
F,G6,11,291,TLE
F,G6,12,597,TLE
F,G6,13,366,WA
D,G6,1,572,TLE
D,G6,2,1216,AC
E,G6,6,20,AC
E,G6,9,339,AC
D,G6,1,390,TLE
D,G6,2,,Abandon
E,G6,2,47,TLE
E,G6,3,14,AC
E,G6,1,81,TLE
E,G6,2,146,TLE
E,G6,3,35,TLE
E,G6,4,389,TLE
E,G6,5,144925,WA
E,G6,7,392,AC
D,G6,1,42,AC
D,G6,7,210,TLE
D,G6,8,115,TLE
D,G6,9,263,AC
D,G6,13,254,AC
E,G6,1,846,TLE
E,G6,2,,Abandon
D,G6,6,222,TLE
D,G6,7,212,AC
E,G6,1,10348019,RE
E,G6,1,221,TLE
E,G6,2,,Abandon
D,G6,5,1016,AC
D,G6,8,,Abandon
D,G6,2,2292,TLE
D,G6,3,42512,AC
D,G6,5,,Abandon
D,G6,1,990,WA
D,G6,4,19203766,AC
C,G6,2,114,AC
D,G6,2,1165487,WA
D,G6,1,356,TLE
D,G6,2,777,TLE
D,G6,3,161,TLE
D,G6,4,512,TLE
D,G6,5,1331,TLE
D,G6,6,2498,TLE
D,G6,7,1168,AC
D,G6,4,295,TLE
D,G6,5,2225,TLE
D,G6,6,5857,RE
C,G6,6,688,TLE
C,G6,7,191,TLE
C,G6,8,38222,WA
C,G6,11,,Abandon
D,G6,1,87,RE
D,G6,7,466,TLE
D,G6,8,6573146,RE
D,G6,10,74,TLE
D,G6,11,349,WA
D,G6,14,56,TLE
D,G6,15,762,AC
C,G6,1,455,TLE
C,G6,2,2971,TLE
C,G6,3,2291660,RE
D,G6,2,64730,AC
D,G6,3,12937382,TLE
D,G6,4,131,WA
D,G6,1,2209007,TLE
D,G6,2,49316,TLE
D,G6,3,181,TLE
D,G6,4,169,TLE
D,G6,5,3497310,AC
D,G6,1,493,TLE
D,G6,2,191,RE
D,G6,5,16291951,WA
C,G6,3,97,TLE
C,G6,4,785495,WA
C,G6,1,265038,WA
D,G6,1,23324177,AC
D,G6,2,762136,AC
D,G6,2,334,WA
C,G6,1,311,WA
D,G6,1,7818,AC
D,G6,3,132,TLE
D,G6,4,,Abandon
D,G6,1,104,RE
D,G6,3,690,TLE
D,G6,4,70,WA
D,G6,7,6966,WA
D,G6,6,1137,TLE
D,G6,7,7233,AC
C,G6,2,35031714,TLE
C,G6,3,364,AC
C,G6,5,,Abandon
C,G6,3,717,AC
D,G6,1,34,TLE
D,G6,2,243,TLE
D,G6,3,139,TLE
D,G6,4,2798,CE
C,G6,1,62,TLE
C,G6,2,531,AC
C,G3,4,,Abandon
D,G5,1,1029,TLE
D,G5,2,521,WA
D,G5,4,770,WA
D,G5,6,191,TLE
D,G5,7,,Abandon
C,G4,1,450,TLE
C,G4,2,234,AC
D,G4,1,130,WA
D,G4,4,23577,TLE
D,G4,5,240,TLE
D,G4,6,769,RE
D,G4,8,964,TLE
D,G4,9,,Abandon
D,G5,1,140,RE
D,G5,4,604,RE
D,G5,7,834,RE
E,G5,1,115,TLE
E,G5,2,,Abandon
D,G4,2,17845,TLE
D,G4,3,54308,AC
A,G4,2,705,TLE
A,G4,3,,Abandon
D,G4,1,40182,WA
D,G4,4,940,WA
D,G3,1,2162,WA
C,G3,6,,Abandon
B,G3,4,384,AC
D,G6,1,83,TLE
D,G6,2,259,AC
F,G6,3,223,WA
E,G6,1,7447,AC
E,G6,1,782,TLE
E,G6,2,186,CE
E,G6,4,4446,WA
E,G6,2,417,WA
E,G6,4,708,TLE
E,G6,5,244,TLE
E,G6,6,50,WA
E,G6,8,45,WA
E,G6,10,354,RE
E,G6,17,79,TLE
E,G6,18,31,TLE
E,G6,19,55,TLE
E,G6,20,41,TLE
E,G6,21,80,TLE
E,G6,22,210,TLE
E,G6,23,41,TLE
E,G6,24,876,WA
D,G6,3,172,TLE
D,G6,4,201,AC
F,G6,2,,Abandon
E,G6,1,51,TLE
E,G6,2,82,TLE
E,G6,3,501,AC
F,G6,1,68,TLE
F,G6,2,36,AC
D,G6,6,811,TLE
D,G6,7,329,AC
B,G6,2,231,WA
F,G6,12,22,AC
D,G6,1,76,TLE
D,G6,2,196,AC
D,G6,2,18,TLE
D,G6,3,1028,RE
C,G6,2,294,AC
F,G6,1,56,TLE
F,G6,2,55,TLE
F,G6,3,103,TLE
F,G6,4,156,WA
F,G6,2,87584,WA
D,G6,7,20,AC
D,G6,1,4418,AC
E,G6,1,48,TLE
E,G6,2,1438,TLE
E,G6,3,816,WA
E,G6,8,92,AC
E,G6,1,57,AC
E,G6,3,22,AC
E,G6,4,580,TLE
E,G6,5,311,TLE
E,G6,6,117,TLE
E,G6,7,34,TLE
E,G6,8,136,WA
F,G6,1,75896,TLE
F,G6,2,804,TLE
F,G6,3,43,WA
F,G6,6,7603065,TLE
F,G6,7,1560,WA
F,G6,9,15,AC
D,G6,1,39,AC
E,G6,2,412,WA
E,G6,4,28,TLE
E,G6,5,600,TLE
E,G6,6,169,TLE
E,G6,7,85886,AC
D,G6,2,347,TLE
D,G6,3,308,RE
D,G6,6,434,TLE
D,G6,7,2809,TLE
D,G6,8,406,AC
E,G6,2,,Abandon
E,G6,20,146,TLE
E,G6,21,13,TLE
E,G6,22,182,TLE
E,G6,23,81,TLE
E,G6,24,59,AC
E,G6,26,36,AC
E,G6,1,650,TLE
E,G6,2,2805,WA
E,G6,4,8219203,CE
E,G6,6,104,AC
E,G6,8,34,AC
E,G6,10,124,TLE
E,G6,11,46,TLE
E,G6,12,91,TLE
E,G6,13,211,TLE
E,G6,14,197,TLE
E,G6,15,212,TLE
E,G6,16,196,TLE
E,G6,17,51,AC
E,G6,19,70,TLE
E,G6,20,108,AC
D,G6,1,803,AC
E,G6,2,19,TLE
E,G6,3,234,TLE
E,G6,4,1050,AC
D,G6,11,87,TLE
