difficulty,proficiency_group,submission_rank,delta_seconds,next_status
D,G6,12,7,TLE
D,G6,13,364,AC
E,G6,5,101,AC
C,G6,1,246,AC
D,G6,2,1866,TLE
D,G6,3,2838,AC
E,G6,1,7097610,TLE
E,G6,2,547,TLE
E,G6,3,5851362,TLE
E,G6,4,40,WA
E,G6,7,534,WA
E,G6,1,1466,TLE
E,G6,2,6,TLE
E,G6,3,,Abandon
D,G6,1,88,AC
D,G6,3,79,WA
E,G6,3,33,TLE
E,G6,4,507,TLE
E,G6,5,299,WA
E,G6,8,12437161,RE
E,G6,10,155,TLE
E,G6,11,70,TLE
E,G6,12,174,TLE
E,G6,13,275,TLE
E,G6,14,159,TLE
E,G6,15,160,WA
E,G6,17,46,WA
E,G6,19,37,AC
D,G6,2,26,TLE
D,G6,3,6994274,WA
C,G6,1,115,TLE
C,G6,2,4191,TLE
C,G6,3,511,AC
D,G6,1,90,TLE
D,G6,2,418,RE
D,G6,4,151,TLE
D,G6,5,3021,AC
D,G6,1,160,TLE
D,G6,2,35,TLE
D,G6,3,90,AC
D,G6,5,47,AC
C,G6,1,319,AC
E,G6,2,106,TLE
E,G6,3,524,AC
C,G6,5,114,WA
E,G6,2,81,RE
D,G6,1,772,AC
D,G6,1,1314,AC
D,G6,1,1806,AC
D,G6,4,87,TLE
D,G6,5,380,WA
D,G6,1,78,TLE
D,G6,2,273,AC
D,G6,11,18,TLE
D,G6,12,3198,WA
D,G6,1,67,TLE
D,G6,2,129,TLE
D,G6,3,371,RE
D,G6,6,1241,TLE
D,G6,7,78,AC
C,G6,3,88,TLE
C,G6,4,355,AC
D,G6,1,25,TLE
D,G6,2,49,TLE
D,G6,3,804,TLE
D,G6,4,391,TLE
D,G6,5,5730,AC
D,G6,9,879,AC
D,G6,1,262,TLE
D,G6,2,73546,AC
C,G6,2,75,AC
D,G6,1,7632,WA
D,G6,2,23326,AC
D,G6,2,212,AC
D,G6,10,2318,AC
D,G6,12,39,AC
D,G6,1,127,TLE
D,G6,2,22,WA
D,G6,4,497,RE
D,G6,1,199,TLE
D,G6,2,465,TLE
D,G6,3,3228,TLE
D,G6,4,414,TLE
D,G6,5,641,TLE
D,G6,6,164,TLE
D,G6,7,1463884,RE
C,G6,1,2534,AC
B,G6,1,334,TLE
B,G6,2,123,TLE
B,G6,3,147,WA
B,G6,5,272,TLE
B,G6,6,78,AC
B,G6,1,211,AC
D,G6,1,1453,WA
C,G6,1,181,TLE
C,G6,2,1014,WA
C,G2,1,,Abandon
D,G5,1,,Abandon
A,G5,3,29,AC
D,G5,2,261,WA
C,G5,1,95,AC
D,G5,1,2581,AC
E,G5,1,518,AC
D,G5,1,1328,TLE
D,G5,2,2951,WA
D,G5,6,333949,AC
D,G5,1,,Abandon
D,G5,4,141,TLE
D,G5,5,107,RE
C,G5,1,146,AC
C,G5,4,71,AC
C,G5,1,18,TLE
C,G5,2,1279,TLE
C,G5,3,128,TLE
C,G5,4,7530372,WA
C,G5,1,119,TLE
C,G5,2,98,TLE
C,G5,3,2033,TLE
C,G5,4,781,TLE
C,G5,5,90,WA
C,G5,7,457,TLE
C,G5,8,291,TLE
C,G5,9,159,TLE
C,G5,10,117,TLE
C,G5,11,64,TLE
C,G5,12,36,TLE
C,G5,13,449,TLE
C,G5,14,38145328,AC
D,G5,1,,Abandon
C,G5,1,4511,AC
C,G5,1,145,AC
D,G5,1,655,AC
C,G5,1,2155388,WA
C,G5,1,28440,WA
B,G3,1,956,WA
E,G3,1,387,TLE
E,G3,2,973,WA
D,G4,1,240,TLE
D,G4,2,2727,WA
D,G4,4,2611,TLE
D,G4,5,232,TLE
D,G4,6,426,TLE
D,G4,7,144,TLE
D,G4,8,455,TLE
D,G4,9,79,TLE
D,G4,10,2615,AC
C,G4,1,589,TLE
C,G4,2,,Abandon
C,G4,1,643,TLE
C,G4,2,159,AC
B,G4,1,322,WA
B,G3,1,565,TLE
B,G3,2,903,WA
B,G3,4,,Abandon
C,G4,2,461,TLE
C,G4,3,969,TLE
C,G4,4,47784,TLE
C,G4,5,,Abandon
C,G4,1,709,WA
D,G4,1,434,RE
D,G4,4,1829,AC
F,G4,1,,Abandon
D,G6,1,3252,TLE
D,G6,2,1336,AC
F,G6,14,227,AC
F,G6,5,2530,WA
D,G6,2,213,AC
F,G6,1,1680,TLE
F,G6,2,,Abandon
F,G6,3,181,WA
F,G6,6,123,TLE
F,G6,7,228,CE
F,G6,1,576,AC
F,G6,13,98,RE
F,G6,15,61,TLE
F,G6,16,109,RE
D,G6,1,163,AC
F,G6,4,288,TLE
F,G6,5,310,TLE
F,G6,6,246,TLE
F,G6,7,291,WA
F,G6,9,87,TLE
F,G6,10,641,TLE
F,G6,11,240,WA
E,G6,1,54,AC
E,G6,1,79,TLE
E,G6,2,403,TLE
E,G6,3,337,TLE
E,G6,4,2074038,AC
E,G6,1,2279982,WA
F,G6,2,63,TLE
F,G6,3,37959,WA
F,G6,5,4033,TLE
F,G6,6,210,AC
E,G6,1,1274,WA
F,G6,2,132,AC
E,G6,6,157,TLE
E,G6,7,792,AC
E,G6,2,273,TLE
E,G6,3,144,TLE
E,G6,4,102,WA
E,G6,8,97,WA
F,G6,4,886,TLE
F,G6,5,,Abandon
C,G4,1,758,AC
C,G4,2,1305,AC
D,G4,1,149,TLE
D,G4,2,383,RE
D,G4,4,286,AC
C,G4,1,3310,WA
D,G4,1,,Abandon
C,G2,7,,Abandon
C,G3,1,170322,AC
A,G3,2,,Abandon
C,G3,2,8172,TLE
C,G3,3,1497,TLE
C,G3,4,,Abandon
B,G3,3,213,WA
C,G3,2,358,TLE
C,G3,3,168,WA
C,G3,1,609,AC
C,G3,5,213,WA
B,G3,1,459,AC
B,G3,1,628,WA
C,G4,1,1918,AC
D,G4,1,564,TLE
D,G4,2,1146,WA
D,G4,5,524,WA
D,G4,3,478,TLE
D,G4,4,746,AC
D,G4,1,3181,TLE
D,G4,2,1232,AC
C,G4,3,6294,AC
D,G4,1,839,AC
C,G4,1,1246,RE
C,G4,3,265,TLE
C,G4,4,60232,AC
C,G4,1,737,TLE
C,G4,2,272,AC
D,G4,1,3845,AC
C,G4,1,239,AC
D,G4,1,2075,TLE
D,G4,2,,Abandon
D,G4,2,926,CE
D,G4,1,172,AC
C,G4,1,,Abandon
E,G5,6,1442,TLE
E,G5,7,6398,TLE
E,G5,8,3725,AC
C,G2,5,,Abandon
D,G3,2,115,TLE
D,G3,3,390,CE
D,G3,1,195,WA
B,G3,1,103,TLE
B,G3,2,420,AC
C,G4,2,103,WA
D,G5,1,199,TLE
D,G5,2,,Abandon
C,G2,1,523,TLE
C,G2,2,,Abandon
C,G2,1,,Abandon
D,G4,2,1059,AC
D,G4,2,128,AC
D,G4,1,140,WA
D,G4,1,18116,WA
D,G4,1,616,AC
D,G4,1,734,AC
D,G4,3,348,AC
B,G3,1,720,AC
C,G3,1,,Abandon
E,G4,1,,Abandon
C,G4,1,,Abandon
D,G4,1,418,TLE
D,G4,2,,Abandon
D,G4,1,1040,TLE
D,G4,2,206,TLE
D,G4,3,1099759,AC
D,G4,1,1765,WA
C,G4,1,396,AC
D,G4,1,,Abandon
C,G5,1,5030,AC
D,G5,1,,Abandon
C,G5,1,367,TLE
C,G5,2,339,AC
C,G5,1,7756,AC
D,G6,1,114,TLE
D,G6,2,548,TLE
D,G6,3,1166,AC
D,G4,1,,Abandon
B,G4,5,171,TLE
B,G4,6,1600,AC
C,G4,1,432,RE
C,G4,1,296,AC
C,G4,1,480,AC
C,G4,1,2333139,WA
C,G4,3,,Abandon
C,G4,1,,Abandon
A,G4,1,57,TLE
A,G4,2,254,AC
C,G4,1,,Abandon
B,G4,1,307,AC
B,G4,1,323,WA
E,G6,1,216,WA
E,G6,4,116,WA
F,G6,8,549,WA
D,G6,11,217,TLE
D,G6,12,350,AC
E,G6,1,349,WA
E,G6,3,1302,CE
D,G6,1,7331645,AC
E,G6,1,111,TLE
E,G6,2,10707060,AC
C,G6,1,167,TLE
C,G6,2,1528,AC
D,G6,2,374,TLE
D,G6,3,4983380,AC
C,G6,1,2439,AC
D,G6,1,219,AC
D,G6,1,1267,AC
D,G6,2,659,TLE
D,G6,3,63,WA
D,G6,5,433,AC
D,G6,1,3606,WA
D,G6,1,536,WA
D,G6,1,271,AC
D,G6,1,2979,AC
D,G6,4,355,TLE
D,G6,5,657,WA
D,G6,1,2271,AC
D,G6,6,,Abandon
C,G4,1,1459,TLE
C,G4,2,,Abandon
D,G4,1,,Abandon
C,G4,1,1066,RE
C,G4,1,740,AC
C,G4,5,3347,TLE
C,G4,6,7496,RE
F,G6,2,3523,RE
F,G6,5,,Abandon
C,G5,1,174,TLE
C,G5,2,491,TLE
C,G5,3,305,WA
C,G5,1,848,WA
D,G5,1,543,TLE
D,G5,2,984,TLE
D,G5,3,15556,AC
D,G5,1,845,TLE
D,G5,2,867,RE
D,G5,4,1022,WA
D,G5,7,533,TLE
D,G5,8,54,AC
E,G5,1,123,TLE
E,G5,2,383,TLE
E,G5,3,271,WA
E,G5,7,351,AC
E,G5,1,851,TLE
E,G5,2,408,WA
E,G5,4,179310,TLE
E,G5,5,209849,TLE
E,G5,6,708,TLE
E,G5,7,15959,TLE
E,G5,8,4307,TLE
E,G5,9,823,TLE
E,G5,10,25656,TLE
E,G5,11,283,WA
E,G5,13,629,TLE
E,G5,14,6938,TLE
E,G5,15,23193,TLE
E,G5,16,110562,WA
E,G5,18,21288,AC
C,G5,1,,Abandon
D,G5,8,,Abandon
D,G4,1,4035,WA
C,G4,3,415,TLE
C,G4,4,207,AC
D,G4,2,6800,AC
C,G4,1,638,AC
D,G4,1,203,TLE
D,G4,2,767,AC
C,G4,1,525,AC
D,G4,1,908,TLE
D,G4,2,528,TLE
D,G4,3,316,AC
D,G4,1,,Abandon
C,G4,1,1199,AC
C,G4,1,5381,TLE
C,G4,2,6971836,WA
C,G4,1,9404398,WA
D,G4,1,,Abandon
D,G4,2,,Abandon
C,G4,1,460,AC
C,G4,3,297,AC
C,G4,1,421,TLE
C,G4,2,172103,AC
C,G4,1,3738,TLE
C,G4,2,826,TLE
C,G4,3,1567,WA
C,G4,1,274,AC
C,G4,1,408,WA
C,G4,3,232,WA
C,G3,1,221,TLE
C,G3,2,743,WA
C,G3,4,6235,AC
D,G3,1,886,TLE
D,G3,2,5108,TLE
D,G3,3,,Abandon
D,G5,1,43,AC
E,G5,1,100,WA
E,G5,3,162070,WA
C,G5,1,2088,AC
D,G5,1,90975,TLE
D,G5,2,237,AC
D,G5,1,402,TLE
D,G5,2,1174,TLE
D,G5,3,2100,TLE
D,G5,4,3610,AC
D,G5,1,151528,TLE
D,G5,2,286327,WA
B,G5,1,208,AC
C,G5,1,249,AC
D,G5,2,3144,TLE
D,G5,3,242,TLE
D,G5,4,89,TLE
D,G5,5,134,AC
D,G5,7,259,AC
D,G5,3,2307,TLE
D,G5,4,436,TLE
D,G5,5,155,AC
D,G5,1,276,TLE
D,G5,2,4999,AC
D,G5,1,89,AC
C,G5,1,385,TLE
C,G5,2,112,AC
C,G5,4,111,TLE
C,G5,5,83,AC
C,G5,12,43,AC
D,G5,2,1458,AC
D,G5,1,77,TLE
D,G5,2,916,AC
C,G3,1,440,TLE
C,G3,2,296,TLE
C,G3,3,1526,AC
B,G3,2,331,WA
C,G3,2,765,WA
C,G3,1,,Abandon
C,G3,1,,Abandon
E,G6,1,180,WA
E,G6,3,277,TLE
E,G6,4,300,AC
D,G6,1,5830,WA
D,G6,1,527,TLE
D,G6,2,920,TLE
D,G6,3,1056,AC
D,G6,1,420,TLE
D,G6,2,92,TLE
D,G6,3,174,TLE
D,G6,4,933,TLE
D,G6,5,158,AC
D,G6,2,2072,RE
E,G6,3,245,TLE
E,G6,4,220,TLE
E,G6,5,165,WA
E,G6,12,131,TLE
E,G6,13,95,WA
E,G6,20,50,TLE
E,G6,21,317,TLE
E,G6,22,498609,WA
E,G6,2,302,WA
E,G6,4,42,TLE
E,G6,5,102,TLE
E,G6,6,503,TLE
E,G6,7,156,TLE
E,G6,8,546,TLE
E,G6,9,109,AC
E,G6,1,141,TLE
E,G6,2,,Abandon
D,G6,1,970,AC
D,G6,1,1326,AC
C,G6,2,1381,TLE
C,G6,3,8139,WA
D,G6,1,427,TLE
D,G6,2,175894,TLE
D,G6,3,2745,WA
D,G6,1,2092,AC
B,G6,1,189,TLE
B,G6,2,110,TLE
B,G6,3,711,AC
F,G6,1,379,TLE
F,G6,2,246,TLE
F,G6,3,273,AC
C,G6,1,2410,AC
D,G5,2,,Abandon
D,G5,9,175,WA
D,G5,12,,Abandon
E,G5,1,9484,TLE
E,G5,2,1090,TLE
E,G5,3,722,RE
E,G5,14,833,WA
E,G5,16,835,TLE
E,G5,17,683,TLE
E,G5,18,129,WA
E,G5,2,25,TLE
E,G5,3,434,AC
C,G5,2,119,TLE
C,G5,3,1002,TLE
C,G5,4,444,WA
D,G5,1,165,AC
D,G5,2,2399,AC
D,G5,1,1001,AC
D,G5,2,329,TLE
D,G5,3,33,TLE
D,G5,4,301,AC
D,G5,1,184,TLE
D,G5,2,138,WA
D,G5,4,64,TLE
D,G5,5,607,AC
D,G5,2,1385,TLE
D,G5,3,2897,AC
E,G5,3,,Abandon
E,G5,1,637,WA
E,G5,3,180,AC
D,G5,1,,Abandon
D,G5,3,229,TLE
D,G5,4,160,WA
D,G5,1,,Abandon
C,G5,1,161,TLE
C,G5,2,286,AC
D,G5,8,416,AC
D,G5,1,1918,TLE
D,G5,2,2371,WA
E,G5,1,,Abandon
C,G5,3,197,AC
D,G5,2,,Abandon
D,G5,7,265,WA
D,G5,10,220,TLE
D,G5,11,272,TLE
D,G5,12,370,AC
C,G5,3,587,WA
C,G5,7,171,WA
C,G5,9,116,TLE
C,G5,10,171,RE
D,G5,2,531,AC
D,G5,1,2035,TLE
D,G5,2,306,TLE
D,G5,3,,Abandon
D,G5,1,189,TLE
D,G5,2,530,TLE
D,G5,3,,Abandon
E,G5,1,,Abandon
C,G5,1,3495,RE
C,G5,6,9,TLE
C,G5,7,34268392,TLE
C,G5,8,226,RE
C,G5,12,192,WA
D,G5,1,37651142,TLE
D,G5,2,436,RE
D,G5,1,152,TLE
D,G5,2,498,AC
C,G5,1,310,AC
D,G5,3,104,WA
C,G5,1,1044,WA
D,G5,2,1096,TLE
D,G5,3,1040,WA
D,G5,1,524,WA
C,G5,3,761,RE
C,G5,7,127,TLE
C,G5,8,85,AC
C,G5,1,313,AC
D,G5,5,5765,WA
D,G5,8,109,TLE
D,G5,9,275,TLE
D,G5,10,29,TLE
D,G5,11,854,AC
D,G6,2,,Abandon
D,G6,1,1846,TLE
D,G6,2,1520,TLE
D,G6,3,164,TLE
D,G6,4,,Abandon
B,G6,1,121,TLE
B,G6,2,209,TLE
B,G6,3,218,TLE
B,G6,4,198,AC
E,G6,3,,Abandon
D,G6,1,,Abandon
D,G6,1,949,AC
C,G6,1,179,AC
E,G6,2,1043,CE
E,G6,2,,Abandon
C,G6,1,183,WA
C,G6,1,402,TLE
C,G6,2,41413,CE
D,G6,1,263,TLE
D,G6,2,253,AC
E,G6,2,193,TLE
E,G6,3,85020,TLE
E,G6,4,1911,TLE
E,G6,5,545,TLE
E,G6,6,190,TLE
E,G6,7,116,AC
F,G6,1,12390,WA
D,G6,2,580,WA
D,G6,4,1831,TLE
D,G6,5,793,AC
C,G4,1,,Abandon
D,G4,1,,Abandon
D,G4,1,,Abandon
C,G4,1,1057,WA
D,G4,1,213,TLE
D,G4,2,,Abandon
C,G4,1,224,TLE
C,G4,2,451,TLE
C,G4,3,12246157,AC
C,G4,1,520,WA
C,G4,3,541,WA
B,G4,3,414,AC
F,G5,1,,Abandon
D,G4,1,,Abandon
D,G4,1,410,TLE
D,G4,2,1024,AC
B,G4,1,130,TLE
B,G4,2,224,AC
D,G4,1,62,TLE
D,G4,2,87,TLE
D,G4,3,,Abandon
D,G4,1,,Abandon
D,G4,1,817,TLE
D,G4,2,,Abandon
D,G4,1,330,TLE
D,G4,2,779,TLE
D,G4,3,456,TLE
D,G4,4,334,TLE
D,G4,5,413,TLE
D,G4,6,509,WA
C,G4,1,567,TLE
C,G4,2,1087,WA
C,G4,4,823,TLE
C,G4,5,,Abandon
D,G4,1,,Abandon
C,G4,2,243,TLE
C,G4,3,,Abandon
C,G4,1,8719,WA
B,G4,1,244,AC
D,G5,1,824,AC
D,G5,1,1558,AC
D,G5,2,609,RE
D,G5,5,316,WA
D,G5,7,,Abandon
E,G5,1,495,TLE
E,G5,2,,Abandon
E,G5,1,,Abandon
E,G5,1,593,WA
D,G5,1,,Abandon
E,G5,1,908,TLE
E,G5,2,,Abandon
D,G5,6,599667,RE
C,G5,1,725,WA
D,G5,1,260,TLE
D,G5,2,1124,TLE
D,G5,3,1291,WA
D,G5,1,2572,WA
D,G5,4,272,WA
D,G5,8,52,AC
C,G5,1,230,AC
D,G5,1,713,AC
C,G5,1,15906,WA
C,G5,1,1104,AC
C,G5,1,73,TLE
C,G5,2,61,TLE
C,G5,3,370,WA
C,G5,5,128,WA
C,G5,8,,Abandon
C,G5,1,1297,TLE
C,G5,2,223,WA
D,G5,2,486456,AC
D,G5,4,168,TLE
D,G5,5,152,TLE
D,G5,6,527,WA
D,G5,2,664,TLE
D,G5,3,11276,AC
D,G5,1,1029,WA
D,G5,5,437,TLE
D,G5,6,41989,TLE
D,G5,7,495,TLE
D,G5,8,1403,TLE
D,G5,9,291,AC
D,G5,11,34,TLE
D,G5,12,734,AC
D,G5,17,157,AC
D,G5,19,,Abandon
D,G5,1,202,TLE
D,G5,2,523,TLE
D,G5,3,257,TLE
D,G5,4,1802,TLE
D,G5,5,1163,AC
C,G5,1,17531,TLE
C,G5,2,245,TLE
C,G5,3,,Abandon
B,G5,1,379,TLE
B,G5,2,983,TLE
B,G5,3,913,TLE
B,G5,4,195790,AC
C,G5,1,2438,WA
C,G5,1,,Abandon
C,G5,1,,Abandon
C,G5,1,2612,TLE
C,G5,2,1181850,WA
D,G5,1,541,TLE
D,G5,2,1552,AC
D,G5,5,1206,TLE
D,G5,6,,Abandon
D,G5,1,823,WA
D,G5,3,3800641,CE
D,G5,8,,Abandon
D,G5,2,383,AC
D,G5,2,797125,WA
D,G5,1,223,CE
A,G5,3,1808783,AC
D,G5,1,512,AC
D,G5,3,,Abandon
C,G5,1,7541,AC
B,G5,2,562,WA
C,G5,2,109,WA
C,G5,4,3630,AC
C,G5,3,1242,WA
C,G5,1,2061,WA
C,G5,1,710,CE
B,G5,1,241,WA
B,G5,1,9678,AC
B,G5,4,5786734,AC
C,G5,1,549,WA
D,G5,1,,Abandon
D,G5,1,,Abandon
B,G5,1,138,WA
D,G5,2,1576,TLE
D,G5,3,411,TLE
D,G5,4,382,TLE
D,G5,5,258,TLE
D,G5,6,224,TLE
D,G5,7,2862,WA
D,G5,1,398,TLE
D,G5,2,130,TLE
D,G5,3,353,TLE
D,G5,4,,Abandon
C,G5,1,,Abandon
B,G5,1,318,AC
B,G5,1,416,AC
C,G5,1,9388,WA
D,G5,1,,Abandon
D,G5,1,571,AC
C,G3,1,1494,AC
D,G4,3,12107,WA
D,G4,7,2973,WA
D,G5,1,192,TLE
D,G5,2,,Abandon
C,G5,1,791,AC
D,G5,1,776,RE
D,G5,4,2216,AC
D,G5,1,346,WA
D,G5,3,252,TLE
D,G5,4,2820,TLE
D,G5,5,,Abandon
C,G5,7,418,TLE
C,G5,8,1904,WA
B,G4,1,596,AC
D,G4,1,168795,AC
D,G4,3,1139,WA
D,G4,1,670,RE
C,G4,1,1093,WA
D,G4,1,217,TLE
D,G4,2,137481,TLE
D,G4,3,11382,TLE
D,G4,4,1446,WA
D,G4,6,218,TLE
D,G4,7,251,AC
C,G4,1,16402,AC
C,G4,4,423,WA
C,G4,1,384,RE
D,G6,1,44374,WA
D,G6,1,1023,TLE
D,G6,2,2843767,AC
D,G6,1,768,TLE
D,G6,2,,Abandon
C,G6,1,1395,RE
E,G6,1,134,AC
E,G6,3,,Abandon
E,G6,4,203,AC
E,G6,6,306,TLE
E,G6,7,607,AC
B,G3,1,474,WA
D,G6,1,9,TLE
D,G6,2,383,TLE
D,G6,3,9981,RE
C,G6,1,3617,AC
C,G4,1,403,WA
E,G5,1,251,TLE
E,G5,2,,Abandon
D,G5,1,420,TLE
D,G5,2,265,TLE
D,G5,3,539,TLE
D,G5,4,311,TLE
D,G5,5,154,TLE
D,G5,6,866,AC
D,G5,1,,Abandon
E,G5,1,21532,AC
D,G5,1,395,TLE
D,G5,2,582,TLE
D,G5,3,7863870,TLE
D,G5,4,133,WA
D,G5,6,548,WA
D,G5,9,135,AC
D,G5,11,158,AC
D,G5,18,156,AC
D,G5,20,178,AC
D,G5,1,22167,AC
D,G5,3,595,AC
D,G3,2,413,TLE
D,G3,3,,Abandon
C,G3,1,142,WA
C,G3,1,,Abandon
D,G4,1,8689,AC
C,G4,1,135,CE
C,G4,6,547,TLE
C,G4,7,423,TLE
C,G4,8,89,TLE
C,G4,9,,Abandon
C,G4,1,1648,AC
C,G3,1,2444,AC
B,G4,3,276,AC
D,G4,1,259,TLE
D,G4,2,2387,WA
D,G4,4,758,WA
C,G6,1,626,AC
F,G6,1,86,TLE
F,G6,2,102,WA
F,G6,4,138,TLE
F,G6,5,216,AC
F,G6,3,118,WA
C,G6,1,34,AC
F,G6,3,93,TLE
F,G6,4,325,TLE
F,G6,5,171,AC
F,G6,1,453,TLE
F,G6,2,672,WA
D,G4,1,,Abandon
C,G4,1,622,TLE
C,G4,2,1260880,AC
C,G4,1,961,TLE
C,G4,2,3087,TLE
C,G4,3,336,AC
D,G4,3,736,RE
C,G4,1,342,WA
C,G4,1,144,RE
C,G4,4,1402433,AC
C,G4,1,677,WA
C,G4,4,606,RE
C,G4,1,144,TLE
C,G4,2,4732,TLE
C,G4,3,1432,AC
C,G4,1,679,TLE
C,G4,2,263327,WA
C,G4,1,557,WA
B,G3,2,509,AC
B,G2,1,229,AC
E,G2,1,,Abandon
D,G2,4,123,WA
C,G2,2,,Abandon
D,G6,1,655144,TLE
D,G6,2,21924,TLE
D,G6,3,9007,RE
F,G6,1,469,TLE
F,G6,2,253,WA
F,G6,4,1221,AC
E,G6,4,318,TLE
E,G6,5,531,WA
D,G6,2,101,RE
D,G6,4,36107,TLE
D,G6,5,379,TLE
D,G6,6,416,TLE
D,G6,7,190,TLE
D,G6,8,144,WA
E,G6,1,3455,AC
F,G6,1,443,TLE
F,G6,2,581,TLE
F,G6,3,209,TLE
F,G6,4,615,TLE
F,G6,5,1008,TLE
F,G6,6,190,TLE
F,G6,7,729,TLE
F,G6,8,4963,TLE
F,G6,9,672,TLE
F,G6,10,2696,AC
D,G6,1,864481,TLE
D,G6,2,614,TLE
D,G6,3,205,TLE
D,G6,4,6571,TLE
D,G6,5,2973,TLE
D,G6,6,237,TLE
D,G6,7,582,AC
E,G6,4,3283,TLE
E,G6,5,6078,RE
E,G6,8,683,TLE
E,G6,9,855,TLE
E,G6,10,475846,AC
D,G6,1,36981,WA
B,G2,1,764,AC
C,G2,1,1576,WA
C,G3,1,48875,AC
B,G3,1,357,AC
E,G5,1,842,WA
C,G5,1,402,AC
D,G5,1,2026,WA
D,G5,1,552,AC
D,G5,1,56,WA
E,G5,1,,Abandon
D,G5,2,1631,RE
E,G5,1,208,TLE
E,G5,2,847,WA
D,G5,3,319,TLE
D,G5,4,347,TLE
D,G5,5,834,TLE
D,G5,6,290,RE
D,G5,4,34,CE
D,G5,1,1961,AC
D,G5,1,36812022,WA
C,G5,4,216,TLE
C,G5,5,509,WA
C,G5,8,268,WA
D,G6,1,802,TLE
D,G6,2,114,TLE
D,G6,3,206,TLE
D,G6,4,126,TLE
D,G6,5,785,RE
D,G6,8,647,TLE
D,G6,9,6250,AC
D,G6,12,184,TLE
D,G6,13,115,AC
D,G6,23,62617,TLE
D,G6,24,927,TLE
D,G6,25,,Abandon
E,G6,5,45,TLE
E,G6,6,44,TLE
E,G6,7,204,TLE
E,G6,8,264,TLE
E,G6,9,10,TLE
E,G6,10,662,WA
F,G6,10,,Abandon
D,G6,1,155,AC
F,G6,1,331,WA
F,G6,9,,Abandon
B,G6,3,92,TLE
B,G6,4,70,TLE
B,G6,5,122,WA
C,G6,18,,Abandon
F,G6,3,4532,TLE
F,G6,4,58,AC
F,G6,13,107,RE
E,G6,3,37,TLE
E,G6,4,281,AC
E,G6,6,63684,AC
D,G6,2,1560,WA
D,G6,4,705,TLE
D,G6,5,662,WA
E,G6,2,253,TLE
E,G6,3,107,TLE
E,G6,4,668,TLE
E,G6,5,66,WA
E,G6,2,170,TLE
E,G6,3,45,AC
E,G6,7,8963226,AC
D,G6,1,230,TLE
D,G6,2,1557,AC
F,G6,22,74,TLE
F,G6,23,97,TLE
F,G6,24,229,WA
F,G6,26,127,TLE
F,G6,27,149,WA
E,G6,3,54,AC
D,G6,9,99,WA
D,G6,11,62,WA
D,G6,13,163,TLE
D,G6,14,168,TLE
D,G6,15,171,TLE
D,G6,16,12,AC
D,G6,2,1855,AC
E,G6,26,39,TLE
E,G6,27,110,WA
E,G6,30,78,TLE
E,G6,31,132,AC
E,G6,3,344,TLE
E,G6,4,1493,TLE
E,G6,5,45,WA
E,G6,26,,Abandon
D,G6,1,942,TLE
D,G6,2,1362,TLE
D,G6,3,496,AC
D,G6,6,133,TLE
D,G6,7,,Abandon
C,G6,1,375,WA
C,G6,4,97,WA
D,G6,6,123,TLE
D,G6,7,133,Other
D,G6,7,255,WA
D,G6,9,245,AC
C,G6,1,178,AC
D,G4,12,713,CE
F,G4,1,,Abandon
F,G6,9,2751,WA
C,G6,16,84778,AC
C,G6,21,88328,AC
E,G6,1,166,TLE
E,G6,2,106527,AC
E,G6,10,24923,WA
E,G6,12,94647,RE
E,G6,14,123513,WA
B,G6,7,50,WA
B,G6,2,2447,AC
B,G6,4,350,CE
A,G6,60,92,CE
C,G6,7,3649,WA
F,G6,3,878974,AC
A,G6,15,560761,AC
E,G6,46,10,WA
E,G6,62,15903,WA
B,G6,44,1028,AC
C,G6,75,51307,WA
C,G6,78,149017,TLE
C,G6,79,63902,WA
C,G6,91,64248,TLE
C,G6,92,58383,WA
D,G6,2,3603,AC
D,G6,8,173772,AC
D,G6,15,728,AC
D,G6,17,2339,TLE
D,G6,18,770,AC
D,G6,20,4927,AC
D,G6,30,5557,AC
D,G6,37,85895,AC
C,G6,71,211,AC
D,G6,2,3516,AC
D,G6,18,2156,AC
D,G6,26,223607,TLE
D,G6,27,41343,AC
D,G6,29,471,AC
D,G6,31,66775,TLE
D,G6,32,281002,TLE
D,G6,33,135,TLE
D,G6,34,1615155,RE
D,G6,1,20846,AC
D,G6,8,3010,WA
D,G6,17,2939,TLE
D,G6,18,171,WA
F,G6,13,475,WA
F,G6,19,214,TLE
F,G6,20,3183,TLE
F,G6,21,837,WA
F,G6,29,7657,AC
B,G6,31,4313,RE
B,G6,33,118,TLE
B,G6,34,574,TLE
B,G6,35,112,TLE
B,G6,36,14,RE
B,G6,79,230,WA
B,G6,102,730,AC
B,G6,180,6292,TLE
B,G6,181,706,WA
D,G6,6,3087365,AC
B,G6,6,,Abandon
C,G6,7,7232,AC
D,G6,4,1286,AC
D,G6,26,2684,TLE
D,G6,27,10859,WA
D,G6,30,72601,WA
E,G6,1,43025,AC
E,G6,3,133,TLE
E,G6,4,3542,AC
E,G6,7,414949,AC
E,G6,9,6584,AC
E,G6,16,4753,WA
E,G6,19,119,WA
E,G6,26,,Abandon
B,G6,7,101,CE
B,G6,15,5,AC
B,G6,26,6266,WA
B,G6,32,1788,AC
D,G6,5,156,WA
D,G6,9,1837,AC
D,G6,11,1671,TLE
D,G6,12,3407,RE
D,G6,24,124,WA
D,G6,31,879988,WA
D,G6,46,191,WA
